Task ID,Task Name,Description,Status,Priority,Estimado (dias),Start Date,Due Date,Sprint,Fase,Subtask IDs
214,S3 — BD Dominios restantes,"META SMART
Especifico: Construir patrocinio, finanzas, psicologia, operacion, academias y bienestar.
Medible: 12 tablas migradas con enums y FKs. Esquema 100% completo.
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"215,225,234,243,253,261,270,280,284,296,304,314,322"
215,Tabla patrocinador,,to do,High,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"216,217,218,219,220,221,222,223,224"
216,id — UUID PK,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
217,nombre — TEXT NOT NULL,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
218,tipo — tipo_patrocinador DEFAULT persona,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
219,email — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
220,telefono — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
221,pais — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
222,estado — TEXT DEFAULT activo,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
223,"monto_mensual — NUMERIC(10,2)",,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
224,notas — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
225,Tabla asignacion_beca,,to do,High,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"226,227,228,229,230,231,232,233"
226,id — UUID PK,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
227,estudiante_id — UUID FK estudiante(id),,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
228,patrocinador_id — UUID FK patrocinador(id),,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
229,"monto — NUMERIC(10,2)",,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
230,fecha_inicio — DATE,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
231,fecha_fin — DATE,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
232,estado — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
233,created_at — TIMESTAMPTZ,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
234,Tabla transaccion,,to do,High,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"235,236,237,238,239,240,241,242"
235,id — UUID PK,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
236,concepto — TEXT NOT NULL,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
237,tipo — tipo_transaccion NOT NULL (ingreso/egreso),,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
238,"monto — NUMERIC(10,2) NOT NULL",,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
239,categoria — categoria_transaccion DEFAULT otro,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
240,fecha — DATE,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
241,referencia — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
242,notas — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
243,Tabla cita_psicologia,,to do,High,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"244,245,246,247,248,249,250,251,252"
244,id — UUID PK,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
245,estudiante_id — UUID FK estudiante(id),,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
246,psicologo_id — UUID FK usuario(id),,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
247,tipo_registro — TEXT DEFAULT cita,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
248,fecha — DATE NOT NULL,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
249,hora — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
250,nivel_confidencialidad — TEXT DEFAULT medio,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
251,estado — TEXT DEFAULT programada,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
252,riesgos — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
253,Tabla nota_psicologica (CONFIDENCIAL),,to do,Urgent,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"254,255,256,257,258,259,260"
254,id — UUID PK,,to do,Urgent,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
255,cita_id — UUID FK cita_psicologia(id),,to do,Urgent,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
256,estudiante_id — UUID FK estudiante(id),,to do,Urgent,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
257,contenido — TEXT (confidencial),,to do,Urgent,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
258,creado_por — UUID FK usuario(id),,to do,Urgent,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
259,created_at — TIMESTAMPTZ,,to do,Urgent,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
260,ACCESO: solo permiso psicologia.leer,,to do,Urgent,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
261,Tabla proyecto,,to do,Normal,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"262,263,264,265,266,267,268,269"
262,id — UUID PK,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
263,nombre — TEXT NOT NULL,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
264,descripcion — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
265,responsable — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
266,estado — TEXT DEFAULT planificacion,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
267,fecha_inicio — DATE,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
268,fecha_fin — DATE,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
269,progreso — INT DEFAULT 0,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
270,Tabla tarea,,to do,High,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"271,272,273,274,275,276,277,278,279"
271,id — UUID PK,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
272,titulo — TEXT NOT NULL,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
273,descripcion — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
274,asignado_a — TEXT,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
275,proyecto_id — UUID FK proyecto(id),,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
276,visibilidad — TEXT DEFAULT asignados,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
277,estado — TEXT DEFAULT pendiente,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
278,prioridad — TEXT DEFAULT media,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
279,fecha_limite — DATE,,to do,High,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
280,Tabla tarea_asignado (union),,to do,Normal,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"281,282,283"
281,tarea_id — UUID FK tarea(id),,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
282,usuario_id — UUID FK usuario(id),,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
283,"PK (tarea_id, usuario_id)",,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
284,Tabla evento,,to do,Normal,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"285,286,287,288,289,290,291,292,293,294,295"
285,id — UUID PK,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
286,titulo — TEXT NOT NULL,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
287,descripcion — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
288,tipo — TEXT DEFAULT otro,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
289,fecha — DATE NOT NULL,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
290,hora_inicio — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
291,hora_fin — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
292,ubicacion — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
293,responsable — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
294,estado — TEXT DEFAULT programado,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
295,tarea_id — UUID FK tarea(id),,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
296,Tabla registro_servicio,,to do,Normal,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"297,298,299,300,301,302,303"
297,id — UUID PK,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
298,estudiante_id — UUID FK estudiante(id),,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
299,mes — TEXT NOT NULL (YYYY-MM),,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
300,hizo_servicio — BOOLEAN DEFAULT FALSE,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
301,asistio_reunion — BOOLEAN DEFAULT FALSE,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
302,notas — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
303,"UNIQUE (estudiante_id, mes)",,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
304,Tabla academia,,to do,Normal,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"305,306,307,308,309,310,311,312,313"
305,id — UUID PK,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
306,nombre — TEXT NOT NULL,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
307,tipo — TEXT DEFAULT liderazgo,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
308,descripcion — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
309,facilitador — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
310,estado — TEXT DEFAULT activa,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
311,participantes — INT DEFAULT 0,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
312,fecha_inicio — DATE,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
313,fecha_fin — DATE,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
314,Tabla material,,to do,Normal,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"315,316,317,318,319,320,321"
315,id — UUID PK,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
316,titulo — TEXT NOT NULL,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
317,descripcion — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
318,academia_id — UUID FK academia(id),,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
319,tipo — TEXT DEFAULT documento,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
320,documento_id — UUID FK documento(id),,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
321,autor — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
322,Tabla inscripcion_comida,,to do,Normal,2,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,"323,324,325,326,327,328"
323,id — UUID PK,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
324,nombre — TEXT NOT NULL,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
325,fecha — DATE NOT NULL,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
326,hora_inscripcion — TEXT,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
327,confirmado — BOOLEAN DEFAULT TRUE,,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
328,"UNIQUE (nombre, fecha)",,to do,Normal,,2026-08-17,2026-08-28,S3 — BD Dominios restantes,Base de datos,
329,"S4 — Backend nucleo (auth, RBAC, i18n)","META SMART
Especifico: Montar autenticacion, control de acceso y la base transversal sobre la BD.
Medible: Login con Auth.js (credenciales+JWT), middleware por rol, helper can(), capa de queries, i18n operativo y subida de archivos.
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,"330,335,339,343,347,351"
330,Auth.js (credenciales + JWT),,to do,Urgent,2,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,"331,332,333,334"
331,Proveedor de credenciales contra usuario,,to do,Urgent,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
332,Verificacion con bcrypt/argon2,,to do,Urgent,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
333,Sesion JWT con rol y permisos,,to do,Urgent,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
334,Pantalla de login,,to do,Urgent,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
335,Middleware por rol + helper can(),,to do,Urgent,2,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,"336,337,338"
336,middleware.ts proteccion por grupo de rutas,,to do,Urgent,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
337,"lib/rbac.ts can(usuario, permiso)",,to do,Urgent,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
338,Redireccion segun rol,,to do,Urgent,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
339,Capa base de queries pg,,to do,High,2,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,"340,341,342"
340,Helpers de query parametrizada,,to do,High,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
341,Transacciones,,to do,High,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
342,Mapeo a interfaces TS + Zod,,to do,High,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
343,i18n operativo (es/en) + selector,,to do,Normal,2,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,"344,345,346"
344,Diccionarios base,,to do,Normal,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
345,Traduccion de enums por clave,,to do,Normal,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
346,Guardar idioma del usuario,,to do,Normal,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
347,Subida de archivos + tabla documento,,to do,High,2,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,"348,349,350"
348,Integrar storage (S3/UploadThing),,to do,High,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
349,Guardar metadatos en documento,,to do,High,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
350,Referenciar foto/expediente,,to do,High,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
351,Layout: AppLayout + Sidebar por rol + TopBar,,to do,High,2,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,"352,353,354"
352,Portar AppLayout,,to do,High,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
353,Sidebar dinamico segun rol,,to do,High,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
354,TopBar,,to do,High,,2026-08-31,2026-09-11,"S4 — Backend nucleo (auth, RBAC, i18n)",Backend,
355,S5 — Expedientes y Dashboard,"META SMART
Especifico: Entregar el modulo mas grande (Expedientes) y el Dashboard.
Medible: CRUD con formulario de 6 pestanas, detalle con GPA, OCR, y Dashboard con tarjetas y graficos.
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,"356,361,368,372,376"
356,CRUD de expedientes + buscador,,to do,High,2,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,"357,358,359,360"
357,Crear/ver/editar/eliminar (estudiante + hijas),,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
358,BuscadorEstudiantes con dropdown,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
359,Filtros por pestanas,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
360,Control de acceso,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
361,Formulario por pestanas (6 secciones),,to do,High,2,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,"362,363,364,365,366,367"
362,Personal y Academico,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
363,Habitudes,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
364,Familia (FormFamiliar),,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
365,Historia,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
366,Seguimiento (FormSeguimiento),,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
367,Validacion Zod,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
368,Vista de detalle con GPA y graficos,,to do,High,2,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,"369,370,371"
369,Modal con pestanas,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
370,Calculo de GPA/promedio,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
371,Graficos de tendencia (Recharts),,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
372,OCR con IA (subir documento),,to do,Normal,2,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,"373,374,375"
373,Subida a storage,,to do,Normal,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
374,Llamada a LLM para extraer datos,,to do,Normal,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
375,Precargar formulario / guardar en perfil,,to do,Normal,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
376,Dashboard principal,,to do,High,2,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,"377,378,379,380"
377,StatCards (activos/becados/cursos/tareas/balance),,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
378,Grafico flujo financiero,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
379,Circular becados vs regulares,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
380,Eventos y tareas prioritarias,,to do,High,,2026-09-14,2026-09-25,S5 — Expedientes y Dashboard,Implementacion,
381,S6 — Academico (modulos) y portales,"META SMART
Especifico: Entregar el flujo academico y los portales de estudiante y profesor.
Medible: Materias, Cursos, Calificaciones, Historial, Prematricula, Periodos + Portal Estudiante y Profesor.
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,"382,387,391,395,400"
382,Materias y Cursos tecnicos,,to do,High,2,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,"383,384,385,386"
383,CRUD materias,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
384,CRUD cursos (indicador de cupo),,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
385,Busqueda,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
386,Vista responsive,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
387,Calificaciones (color por nota),,to do,High,2,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,"388,389,390"
388,Registro de notas,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
389,Tabla con codigo de color,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
390,Busqueda,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
391,Historial + Prematricula + Periodos,,to do,High,2,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,"392,393,394"
392,Historial por estudiante (promedios),,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
393,Prematricula por dropdowns,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
394,Gestion de periodos,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
395,Portal Estudiante,,to do,High,2,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,"396,397,398,399"
396,Banner promedio/GPA,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
397,Materias y calificaciones,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
398,Condicion en la fundacion,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
399,Proximos eventos,,to do,High,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
400,Portal Profesor,,to do,Normal,2,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,"401,402,403"
401,Banner cursos/inscritos/notas,,to do,Normal,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
402,Lista de cursos activos,,to do,Normal,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
403,Accesos rapidos,,to do,Normal,,2026-09-28,2026-10-09,S6 — Academico (modulos) y portales,Implementacion,
404,S7 — Patrocinio y Finanzas,"META SMART
Especifico: Entregar patrocinadores, becas y contabilidad.
Medible: Patrocinadores, Asignacion de Becas y Contabilidad con estadisticas + Portal Contabilidad.
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,"405,409,413,417"
405,Patrocinadores (CRUD + estadisticas),,to do,High,2,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,"406,407,408"
406,CRUD patrocinadores,,to do,High,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
407,Aporte total y paises,,to do,High,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
408,Filtros por estado,,to do,High,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
409,Asignacion de becas,,to do,High,2,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,"410,411,412"
410,Vincular estudiante+patrocinador+monto,,to do,High,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
411,Vista de becados,,to do,High,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
412,Vista de patrocinadores activos,,to do,High,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
413,Contabilidad (transacciones + balance),,to do,High,2,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,"414,415,416"
414,Registro de transacciones,,to do,High,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
415,Ingresos/egresos/balance,,to do,High,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
416,Filtros + tabla coloreada,,to do,High,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
417,Portal Contabilidad,,to do,Normal,2,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,"418,419,420"
418,Banner ingresos/egresos/balance,,to do,Normal,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
419,Ultimas transacciones,,to do,Normal,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
420,Acceso a reportes,,to do,Normal,,2026-10-12,2026-10-23,S7 — Patrocinio y Finanzas,Implementacion,
421,S8 — Psicologia,"META SMART
Especifico: Entregar Psicologia con control de acceso estricto a datos confidenciales.
Medible: Citas con confidencialidad, notas clinicas protegidas por permiso, agendamiento del estudiante y Portal Psicologia.
Alcanzable: equipo de 2, stack Next.js+pg+PostgreSQL.
Relevante: avanza el entregable de tesis.
Temporal: 2 semanas.",to do,High,,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,"422,426,430,434"
422,Gestion de citas y seguimientos,,to do,High,2,2026-10-26,2026-11-06,S8 — Psicologia,Implementacion,"423,424,425"
